2024-06-12 14:34:03 INFO  Keywords:92 - Navigate is called
2024-06-12 14:34:08 INFO  Keywords:120 - InputText is called
2024-06-12 14:34:08 INFO  Keywords:281 - Waiting for webElement...login.username
2024-06-12 14:34:08 INFO  Keywords:285 - Element found...login.username
2024-06-12 14:34:08 INFO  Keywords:120 - InputText is called
2024-06-12 14:34:08 INFO  Keywords:281 - Waiting for webElement...login.password
2024-06-12 14:34:08 INFO  Keywords:285 - Element found...login.password
2024-06-12 14:34:08 INFO  Keywords:133 - ClickOnLink is called
2024-06-12 14:34:08 INFO  Keywords:281 - Waiting for webElement...login.loginbutton
2024-06-12 14:34:08 INFO  Keywords:285 - Element found...login.loginbutton
2024-06-12 14:34:18 INFO  Keywords:281 - Waiting for webElement...userlist.partner
2024-06-12 14:34:19 INFO  Keywords:285 - Element found...userlist.partner
2024-06-12 14:34:29 INFO  Keywords:281 - Waiting for webElement...userlist.userrole
2024-06-12 14:34:29 INFO  Keywords:285 - Element found...userlist.userrole
2024-06-12 14:34:29 INFO  Keywords:120 - InputText is called
2024-06-12 14:34:29 INFO  Keywords:281 - Waiting for webElement...userlist.loginID
2024-06-12 14:34:29 INFO  Keywords:285 - Element found...userlist.loginID
2024-06-12 14:34:29 INFO  Keywords:133 - ClickOnLink is called
2024-06-12 14:34:29 INFO  Keywords:281 - Waiting for webElement...userlist.search
2024-06-12 14:34:29 INFO  Keywords:285 - Element found...userlist.search
2024-06-12 14:34:39 INFO  Keywords:133 - ClickOnLink is called
2024-06-12 14:34:39 INFO  Keywords:281 - Waiting for webElement...userlist.selectuser
2024-06-12 14:34:39 INFO  Keywords:285 - Element found...userlist.selectuser
2024-06-12 14:34:39 INFO  Keywords:133 - ClickOnLink is called
2024-06-12 14:34:39 INFO  Keywords:281 - Waiting for webElement...userlist.login
2024-06-12 14:34:39 INFO  Keywords:285 - Element found...userlist.login
2024-06-12 14:34:53 INFO  Keywords:281 - Waiting for webElement...userinformation.initialaction
2024-06-12 14:34:53 INFO  Keywords:285 - Element found...userinformation.initialaction
2024-06-12 14:34:53 INFO  Keywords:281 - Waiting for webElement...userinformation.rawxml
2024-06-12 14:34:53 INFO  Keywords:285 - Element found...userinformation.rawxml
2024-06-12 14:35:03 INFO  Keywords:440 - switching to parent window...
2024-06-12 14:35:21 INFO  Keywords:133 - ClickOnLink is called
2024-06-12 14:35:21 INFO  Keywords:281 - Waiting for webElement...userinformation.samllogin
2024-06-12 14:35:21 INFO  Keywords:285 - Element found...userinformation.samllogin
2024-06-12 14:35:31 INFO  Keywords:281 - Waiting for webElement...carrier.Account
2024-06-12 14:35:51 INFO  Keywords:281 - Waiting for webElement...carrier.AgentName
2024-06-12 14:36:11 INFO  Keywords:281 - Waiting for webElement...Carrier.SolicitationState
